,Pays,TIME_PERIOD,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,Total des abonnements au téléphone cellulaire mobile,Total des recettes des télécommunications USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,Total des lignes d'accès téléphoniques,Total des voies d'accès de communication,Recettes_prédites
207,Italie,2013,77647921.488,98814024.0,46258602221.0,-0.09046875488160182,-0.007632624778784186,0.036506139678736005,56379560608.7536
208,Italie,2014,75716830.0,97519307.0,43204999759.0,-0.0831762767071505,-0.017156031368440815,0.03207653496498226,57737377453.30692
209,Italie,2015,74621563.0,96887129.0,35348441921.0,-0.08559402294781658,-0.022820304222811852,0.03104451481133154,57179334058.379265
210,Italie,2016,73423928.0,98182991.0,35463667876.0,-0.09342629953774212,-0.024855591712318447,0.035512928244495916,55634004057.810776
211,Italie,2017,71755865.0,100162608.0,36203989833.0,-0.08639076858542048,-0.021240580345707017,0.04438172211023977,57288447987.083206
212,Italie,2018,71075209.0,103638887.0,37148308391.0,-0.03398847490057622,-0.027710992310990716,0.053998426962879084,68274898847.78239
213,Japon,2005,2725848.0,96483732.0,132042397024.0,0.2260022360739464,0.49746075384221405,0.14992961061145368,127430122494.875
214,Japon,2006,2494138.0,101698165.0,129867583835.0,0.2866103713111358,0.4567664424458135,0.1653184533940437,140001092866.2261
215,Japon,2007,2109366.0,107338974.0,129989808917.0,0.21325029042375282,0.40136983674430077,0.17686742809178135,124687501194.61258
216,Japon,2008,1540932.0,112050077.0,139372097523.0,0.3588794285470065,0.34597234358120543,0.18388522089470502,154582199313.23175
217,Japon,2009,1098665.0,112182922.0,151952548894.0,0.40989373743473984,0.2901781973507629,0.1776850854227815,164642150379.87067
218,Japon,2010,1257500.0,119535344.0,152292093871.0,0.16862281325257064,0.23706391745263092,0.19379242814852893,114701463549.09084
219,Japon,2011,1370460.0,128204758.0,166286179677.0,0.19874862571255372,0.18614256921179734,0.2097718574650207,120911052834.69495
220,Japon,2012,1258211.0,136043361.0,162364958015.0,0.19873407902895657,0.1409294865637866,0.22338047948975548,120877135282.77042
221,Japon,2013,1047752.0,144014699.0,139737704918.0,0.15400085680333178,0.1028758241497607,0.2390688190503331,111681724585.32893
222,Japon,2014,926403.0,152697747.0,129227864829.0,-0.04284854020641076,0.07034637061366456,0.2585781907438605,71133263203.31126
223,Japon,2015,754783.0,156562122.0,115946794448.0,-0.03432275682659015,0.03295197946197677,0.26473281569770823,72770500495.94435
224,Japon,2016,599400.0,163496760.0,130399852928.0,-0.0016004171549898972,0.0034482487149533215,0.28102012174722285,79665239128.88171
225,Japon,2017,518460.0,170192035.0,125022733351.0,-0.037901866615395165,-0.019511706575958094,0.29638572747749453,72307617451.80934
226,Japon,2018,443439.0,177816158.0,0.0,-0.03345346847596553,-0.03918696933597882,0.31482070827572983,73461482633.9305
227,Lettonie,2014,979802.0,2384000.0,705910143.0,-0.3142486584742266,-0.3146737939620446,-0.32004170511338625,1012582208.6698761
228,Lettonie,2015,845850.0,2590000.0,597757803.0,-0.31545053352210156,-0.31474714336618115,-0.31948551807836784,774475079.7353058
229,Lettonie,2016,764119.0,2625744.0,590388951.0,-0.3157701811363205,-0.31520724289333846,-0.31945113481970744,705985309.1657257
230,Lettonie,2017,609956.0,2769740.0,611030646.0,-0.31641308267073226,-0.31549804855859576,-0.3190984107110454,578041044.1584778
231,Lettonie,2018,586889.0,2799054.0,625850569.0,-0.31595489355238987,-0.31656979224315823,-0.31922518459799165,663208458.557663
232,Lituanie,2005,2887716.0,4353447.0,3144434740.0,-0.30862983529453347,-0.3096664398924832,-0.31448171862906293,2317852281.787323
233,Lituanie,2006,3160118.0,4718215.0,3370300828.0,-0.3059900705004399,-0.31014576775393016,-0.3132220863375493,2885590079.0260773
234,Lituanie,2007,3260289.0,4921077.0,4074614890.0,-0.30009090080941686,-0.3100686431163946,-0.3122823350105124,4124904146.8386536
235,Lituanie,2008,3248753.0,5022638.0,4595289032.0,-0.30271358590113734,-0.31029760820470564,-0.3118280472543092,3589858858.177948
236,Lituanie,2009,3047252.0,4961499.0,4003800791.0,-0.30661830671084483,-0.31086796426848223,-0.31198490615424535,2775290191.338867
237,Lituanie,2010,2873219.0,4890979.0,3431345367.0,-0.30628163975011596,-0.31128270464808433,-0.31211938602697503,2839523882.3066254
238,Lituanie,2011,2765481.0,4938000.0,3326011459.0,-0.30420063782809864,-0.3117988973819387,-0.3119617097024844,3269670699.890564
239,Lituanie,2012,2711033.0,4997265.0,2913410840.0,-0.3087797365315789,-0.31241438720620185,-0.3118091544616264,2321419965.895645
240,Lituanie,2013,2096601.0,4494113.0,2859893915.0,-0.30710343566006054,-0.3131714623696193,-0.3133390105292846,2632924148.3727417
241,Lituanie,2014,1803893.0,4264592.0,2793310348.0,-0.3076851106879575,-0.3138190557644657,-0.3139833143072527,2495585225.337494
242,Lituanie,2015,1636272.0,4184053.0,628616733.0,-0.31606159958264357,-0.31436490098453235,-0.314221106358193,754597607.5257874
243,Lituanie,2016,1527680.0,3600115.0,657603161.0,-0.3154557382227898,-0.3148851506856215,-0.31583540346500966,844583930.3771362
244,Lituanie,2017,1432007.0,3700256.0,689177823.0,-0.3160960766180307,-0.31546738183057477,-0.3158358987918092,708260883.2525635
245,Lituanie,2018,1335878.0,3764670.0,738475715.0,-0.3158498570032842,-0.3164541827636597,-0.3158782966004888,751812279.8848267
246,Luxembourg,2005,419200.0,719500.0,566925000.0,-0.3169750049334661,-0.31687707933780673,-0.3261545060797648,313287882.8580475
247,Luxembourg,2006,372000.0,714000.0,612250000.0,-0.3160658551888227,-0.31686440131519816,-0.32608055081121573,502889880.48513794
248,Luxembourg,2007,310000.0,684000.0,675616438.0,-0.3154343322017917,-0.31673621241993355,-0.3260559739405051,634855293.1955872
249,Luxembourg,2008,279000.0,707000.0,743529412.0,-0.31486858683528396,-0.3166516922692097,-0.3259382160839924,754765753.8271179
250,Luxembourg,2009,260000.0,720000.0,702361111.0,-0.31467538806265505,-0.3165953455020604,-0.3258877793649593,796098607.899643
251,Luxembourg,2010,230000.0,727000.0,661680000.0,-0.31506184202252085,-0.3165446334116261,-0.32583068956792977,717624677.9946136
252,Luxembourg,2011,236000.0,765000.0,710305556.0,-0.314008123645318,-0.31646011326090223,-0.32569068531269785,938911518.2212677
253,Luxembourg,2012,236000.0,761500.0,718589744.0,-0.31367034217243794,-0.31699540754882016,-0.32578397456665287,1003390225.5118256
254,Luxembourg,2013,224500.0,788500.0,760000000.0,-0.3127833938055838,-0.31724192465509815,-0.3257402640066192,1186084252.2030792
255,Luxembourg,2014,210000.0,883000.0,712933333.0,-0.31259544101613296,-0.31650603587612886,-0.3253152032382941,1238236576.0308838
256,Luxembourg,2015,193000.0,906000.0,597777778.0,-0.31437971401015286,-0.31642306526150155,-0.32520290209668806,871928972.7094269
257,Luxembourg,2016,104000.0,894600.0,610444444.0,-0.314993437426001,-0.31642630520061266,-0.3252265316210607,744492392.6063843
258,Luxembourg,2017,99000.0,932000.0,631910112.0,-0.3152181604859547,-0.3164389832232212,-0.3250974001950848,700475226.5402374
259,Luxembourg,2018,77000.0,951800.0,677176471.0,-0.31585516981518963,-0.31646715660679586,-0.32502244615282516,570003993.729248
260,Mexique,2005,43860561.0,47128746.0,22297444895.0,-0.21753131430643688,-0.045458251826157044,-0.14569470516387675,26247001205.41201
261,Mexique,2006,51091577.0,55395461.0,26045590102.0,-0.21217063462049215,-0.040538728279889545,-0.1202554948555736,27890964221.621185
262,Mexique,2007,61360877.0,66559462.0,29093714102.0,-0.22444123489761963,-0.03861503556272206,-0.08678030555393416,26026781031.64283
263,Mexique,2008,69118299.0,75368507.0,30230071076.0,-0.21363293699000185,-0.03166340811929191,-0.057913915585930016,28878748410.182495
264,Mexique,2009,72997624.0,83219086.0,27198130054.0,-0.23540073270022993,-0.04362075557603613,-0.025879409994508197,24929600308.65538
265,Mexique,2010,78287518.0,90467974.0,30286369343.0,-0.15537962188542068,-0.03695332713941506,-0.0016826173414060085,42004078019.079
266,Mexique,2011,80488243.0,94583253.0,31824020398.0,-0.17516448618376498,-0.03863110847805139,0.01064307579201268,38143935672.24483
267,Mexique,2013,90399443.0,106748021.0,31260476860.0,-0.18161619544748892,-0.048186505944757006,0.045901991032957785,37442525583.20087
268,Mexique,2014,89075691.0,104948339.0,32945885979.0,-0.21391765193672688,-0.04652650201115627,0.042423643844191464,30703283860.245605
269,Mexique,2015,90647027.0,107688282.0,28245982735.0,-0.18608928198299504,-0.04399692659352459,0.05514363064358204,36727591908.421974
270,Mexique,2016,93936401.0,111730635.0,24539219378.0,-0.1874296305555346,-0.038791217816906004,0.07067204731549612,36791581275.97924
271,Mexique,2017,94840804.0,114329353.0,24681862503.0,-0.2251481181635598,-0.03928866116399145,0.08052593250401181,29180877943.79908
272,Mexique,2018,100099672.0,120173510.0,25710906030.0,-0.23219489130158863,-0.024500283085367006,0.10286280821190165,28262506872.06801
273,Norvège,2005,1735766.0,4754453.0,4754037267.0,-0.3020145132247287,-0.2931117033572638,-0.30801887319080684,3923629421.0505524
274,Norvège,2006,1613537.0,5007746.0,4851170047.0,-0.3001821486904818,-0.2968105728000851,-0.30748829428065555,4288613627.7093964
275,Norvège,2007,1406161.0,5173367.0,5336348123.0,-0.29894602517124863,-0.29905055400795316,-0.30701730616186595,4538759607.353989
276,Norvège,2008,1422196.0,5211207.0,5640780142.0,-0.2981800407709631,-0.30081710967823316,-0.30689791616294815,4687850835.691055
277,Norvège,2012,1326722.0,5613228.0,5690165710.0,-0.28007550406983633,-0.3074756634990282,-0.30626950885653104,8401037517.606262
278,Norvège,2013,1304469.0,5692052.0,5714949434.0,-0.27721499495598795,-0.309321780804523,-0.30625412124529866,8980798269.420914
279,Norvège,2014,1259127.0,5737961.0,5356373268.0,-0.2775086581628656,-0.3108978703151467,-0.3062529492425434,8909629428.890106
280,Norvège,2015,1144623.0,5714890.0,4197669009.0,-0.2827824657390533,-0.31229511518683867,-0.3063853855538869,7806866876.737953
281,Norvège,2016,1023452.0,5729569.0,4074609658.0,-0.2799472829292456,-0.31348410240714697,-0.3064211438180893,8384734741.862968
282,Norvège,2017,889055.0,5719665.0,4170020085.0,-0.2806139141853856,-0.31457566606705417,-0.30650003611441107,8238048092.706619
283,Norvège,2018,755243.0,5720892.0,4173245985.0,-0.27956618665981076,-0.31568983886728,-0.3065990175665053,8445428920.196854
284,Nouvelle-Zélande,2005,2460620.0,3530000.0,3749295775.0,-0.3037807133200846,-0.29430174707945617,-0.31337955965925324,3444514065.901428
285,Nouvelle-Zélande,2006,2595100.0,3803000.0,3194805195.0,-0.30143419306800884,-0.2942454003123069,-0.31231564370775516,3951279422.6784515
286,Nouvelle-Zélande,2007,2877540.0,4200000.0,3602941176.0,-0.2959492084394194,-0.29420314023694494,-0.3105100963222305,5121790389.904373
287,Nouvelle-Zélande,2008,3096334.0,4600000.0,3464788732.0,-0.2945757432837173,-0.29410453339443376,-0.3089812715087287,5436743268.489761
288,Nouvelle-Zélande,2009,3104365.0,4700000.0,3081250000.0,-0.28810667765301795,-0.2941749668533703,-0.3084166666248216,6785551609.257332
289,Nouvelle-Zélande,2010,3161925.0,5000000.0,3568345324.0,-0.28660682032924834,-0.2951187752031204,-0.30751783253947323,7107294320.254486
290,Nouvelle-Zélande,2011,3168118.0,5200000.0,3960629921.0,-0.29060762137278895,-0.2953291881183475,-0.3067925874903895,6292661675.150078
291,Nouvelle-Zélande,2012,3200000.0,5400000.0,4268292683.0,-0.28887924061223735,-0.29553961512026644,-0.3060337603669769,6663770386.659302
292,Nouvelle-Zélande,2013,3000000.0,5300000.0,4270491803.0,-0.2813257923161392,-0.29595825751349364,-0.30621685805377086,8219805121.611427
293,Nouvelle-Zélande,2014,3370000.0,5600000.0,4272727273.0,-0.278402582148531,-0.29864044814994906,-0.3057747477580662,8815422214.767418
294,Nouvelle-Zélande,2015,3490000.0,5800000.0,3573426573.0,-0.28297478264865644,-0.3029650625286547,-0.3059249021526334,7838031146.561928
295,Nouvelle-Zélande,2016,3700000.0,6100000.0,3666666667.0,-0.2867781422303492,-0.3031200161383152,-0.30492325933598546,7070066452.966583
296,Nouvelle-Zélande,2017,3860000.0,6400000.0,3808510638.0,-0.2863870839926832,-0.30241568154894943,-0.30378972966887,7178016158.330101
297,Nouvelle-Zélande,2018,3720000.0,6400000.0,3736551724.0,-0.28570787383244717,-0.30520484652283775,-0.3042198303197131,7291525266.973938
298,OCDE - Total,2005,405270212.0,973111634.0,1178831541897.0,4.670256186995747,7.285115343721318,4.205447691117257,1171825241085.3384
299,OCDE - Total,2006,482251231.0,1079758304.0,1184401400450.0,5.326165359263365,7.063407817625972,4.564200784955114,1313116399188.0254
300,OCDE - Total,2007,543220049.0,1187711576.0,1297432120376.0,5.493078232918208,6.784036531392787,4.9017640013104185,1352458126672.139
301,OCDE - Total,2008,570322241.0,1263250076.0,1364448182656.0,5.613003434231554,6.448727555539847,5.1146674450474645,1379247278187.9106
302,OCDE - Total,2009,574182013.0,1303979032.0,1297384678522.0,4.797883233721194,6.024720611999428,5.204249711128386,1209598873307.552
303,OCDE - Total,2010,576842079.0,1349302211.0,1313517325079.0,4.738901746675511,5.696434415470136,5.317448509403593,1197458374419.6301
304,OCDE - Total,2011,598541915.0,1409011863.0,1369169762289.0,5.195732647312444,5.353769777679922,5.4534899093423395,1292369276807.1392
305,OCDE - Total,2012,525514365.0,1453004532.0,1312223873555.0,5.203456812081074,5.019880331845081,5.543428139456399,1293530198002.634
306,OCDE - Total,2013,517051213.003071,1480497848.0,1312527811698.0,5.508649180051858,4.648572730609508,5.580452042126085,1354928997486.0916
307,OCDE - Total,2014,503329050.0,1551624992.0,1323718350223.0,5.242339355287096,4.271425702593879,5.732938911645525,1300354899539.749
308,OCDE - Total,2015,565093437.0,1592561557.0,1237649676323.0,5.0392266369234,3.9723076777265445,5.829756605756943,1258270716808.3145
309,OCDE - Total,2016,554834716.0,1648559965.0,1267819378087.0,5.1914300918666365,3.7402002147317677,5.975817874082728,1291100405755.8196
310,OCDE - Total,2017,543314402.0,1683934819.00299,1259587863457.0,5.346653179007316,3.4563981568105677,6.05433892432968,1322877905687.6938
311,OCDE - Total,2018,532837811.0,1742750565.0,1286608199328.0,5.505035580051791,3.2153873129606456,6.201296793701203,1356944396068.4868
312,Pays-Bas,2005,12028000.0,16289000.0,18993000000.0,-0.24084339854784745,-0.23661674421040235,-0.2576361501921881,17946550803.85431
313,Pays-Bas,2006,9381900.0,17058000.0,19202000000.0,-0.2234732336122765,-0.23894499262900973,-0.253429534566168,21607218676.736465
314,Pays-Bas,2007,8171000.0,18453000.0,18409805479.0,-0.21057744040660112,-0.2334652695237443,-0.24710423298936895,24435974521.15204
315,Pays-Bas,2008,8393000.0,20627000.0,21011852941.0,-0.19858255549342463,-0.243941823939806,-0.24259113458279474,26936807367.56237
316,Pays-Bas,2009,7628000.0,20682000.0,19636266667.0,-0.2014211404982201,-0.2526473994643665,-0.2433706652837476,26276540265.306107
317,Pays-Bas,2010,6357000.0,20627000.0,18679325333.0,-0.20610761809338518,-0.26284616431838237,-0.24494055350094432,25208527384.022415
318,Pays-Bas,2011,6252000.0,21848000.0,19285916667.0,-0.2014211404982201,-0.2702275908149353,-0.24259654799044025,26175291995.807434
319,Pays-Bas,2012,5420000.0,21681000.0,15642623098.0,-0.218650140779853,-0.28530035102736206,-0.24552249482283622,22453769342.39077
320,Pays-Bas,2013,4815000.0,21500000.0,17537764713.0,-0.15643167423366977,-0.29156892887271707,-0.24683795288069416,35256086373.52792
321,Pays-Bas,2014,4037000.0,22547000.0,16135724000.0,-0.21072845425709086,-0.2964288375393407,-0.24478356467922466,24033190964.281685
322,Pays-Bas,2015,3655000.0,23590000.0,12989662222.0,-0.2441563215754788,-0.3010492724455799,-0.24246933291077086,17133738812.240807
323,Pays-Bas,2016,3358000.0,26018000.0,12024118889.0,-0.2428224713846612,-0.3047118123102817,-0.23597595043998648,17513629000.376167
324,Pays-Bas,2017,2910000.0,25550000.0,11879591011.0,-0.24528830890663975,-0.30758549743489394,-0.23761350625275204,16952175717.048645
325,Pays-Bas,2018,1981000.0,27087000.0,11593591765.0,-0.24253584337571424,-0.3104732692512934,-0.23369149241358297,17579849708.45893
326,Pologne,2005,18812776.0,29166391.0,11442624437.0,-0.25858443564800404,-0.1549299906726145,-0.2157297977256828,15646100932.35987
327,Pologne,2006,24318517.0,36745454.0,12915052804.0,-0.24383779241466616,-0.15981517086430452,-0.1912383505877319,19147828783.285812
328,Pologne,2007,26684062.0,41388774.0,15152770770.0,-0.22902865793467508,-0.17523023768716303,-0.1801143473370932,22328634582.216026
329,Pologne,2008,24466002.0,43926365.0,17883876791.0,-0.23061621022747378,-0.18714529689516174,-0.17364664877888292,22049020882.04592
330,Pologne,2009,23419352.0,44806632.0,13849277471.0,-0.2449499029318166,-0.20068129764043496,-0.16962499034518302,19073813452.78312
331,Pologne,2010,24022111.0,46976572.0,14307862818.0,-0.24748119558183715,-0.21206295017721521,-0.16431524404268089,18579650641.073784
332,Pologne,2011,26400311.0,50146101.0,14597887064.0,-0.25123677734145705,-0.22370712230214387,-0.15676318850570314,17874796129.546906
333,Pologne,2012,29259705.0,54086209.0,13292052858.0,-0.2612033574739846,-0.23086359841754514,-0.14632040305976726,15972049268.201973
334,Pologne,2013,30632716.0,56972803.0,12741094672.0,-0.25670179689493583,-0.23796522095512662,-0.14016879878738572,16977629779.603813
335,Pologne,2014,30815614.0,56905306.0,12595951953.0,-0.25711605094371826,-0.25237837182461237,-0.1431270934371674,16737961738.5878
336,Pologne,2015,27610369.0,54546230.0,10518063581.0,-0.2692373835189851,-0.2594791632473784,-0.15022984967308728,14043299594.656563
337,Portugal,2005,9211786.0,11368494.0,9218125504.0,-0.292234766248746,-0.269994667366232,-0.28534845037083917,6547614086.390213
338,Portugal,2006,9760816.0,12236104.0,9222550469.0,-0.2906972981602424,-0.2719201350065647,-0.2826729819102008,6905722784.742271
339,Portugal,2007,10341344.0,13477414.0,10632547945.0,-0.2705322399960449,-0.27479935620104934,-0.27962376095890135,11117998496.653458
340,Portugal,2008,11080118.0,14953227.0,11332604412.0,-0.27634260777194686,-0.2784792931301085,-0.2758492002238844,9966291228.009552
341,Portugal,2009,11702094.0,16051044.0,10497329167.0,-0.27644917810219755,-0.28106632816354066,-0.27272472207949716,9988815180.588318
342,Portugal,2010,11879544.0,16473690.0,10132965333.0,-0.2772798483090325,-0.28296769347422523,-0.2713773601036804,9831001614.817856
343,Portugal,2011,12066059.0,16794499.0,9065269444.0,-0.28263418746483815,-0.28483112332392657,-0.2705701858365858,8727050822.604332
344,Portugal,2012,12032023.0,16827910.0,8483467949.0,-0.29004852254467384,-0.28727588277030686,-0.2705672923701993,7177250498.47332
345,Portugal,2013,11368124.0,16665949.0,8361841333.0,-0.29012184381380685,-0.28912581756927597,-0.2708913172982287,7143420365.226959
346,Portugal,2014,9562667.0,16731949.0,7694884000.0,-0.2949692398349631,-0.29132322879456274,-0.2703506369694108,6136852490.8697815
347,Portugal,2015,8502881.0,16790405.0,6364621111.0,-0.29852771312564064,-0.29345715129996414,-0.2698326198717009,5396870778.231445
348,Portugal,2016,8302184.0,17079569.0,6501200000.0,-0.2991100529023122,-0.296396494494997,-0.2689829530612929,5273712541.310471
349,Portugal,2017,8252493.0,17451924.0,6632064045.0,-0.29765463222316135,-0.2995468140729285,-0.26804167515329996,5572474952.853424
350,Portugal,2018,7236189.0,17541568.0,6915676471.0,-0.29809383119482274,-0.3029681756875397,-0.2678879046024255,5461984047.89415
351,Royaume-Uni,2005,43064148.0,65681261.0,71471593333.0,0.22165763247042963,0.11760578471754315,-0.040233079313493965,120257118401.51642
352,Royaume-Uni,2006,45518728.0,70137144.0,75772300648.0,0.1904943572393084,0.11137583258106891,-0.02093451654049786,114150915896.19034
353,Royaume-Uni,2007,47466048.0,74319198.0,82921186821.0,0.22611386061798358,0.11038484790052311,-0.0027897512328419476,121870632795.32822
354,Royaume-Uni,2008,47482741.0,77490937.0,89393948816.0,-0.008583493338749103,0.10714565538410545,0.009683928225381935,73548532629.9205
355,Royaume-Uni,2009,47605201.0,80581053.0,72834382423.0,-0.08785243983628138,0.10249786412241525,0.020085880337447758,57326452906.36249
356,Royaume-Uni,2010,44798118.0,81476397.0,68977870705.0,-0.09140214199314056,0.10640296273300286,0.026665917931117573,56748060638.92879
357,Royaume-Uni,2011,42382669.0,82162029.0,69110967334.0,-0.080409515956212,0.10575759503545883,0.03141584480207119,59111425898.66023
358,République slovaque,2005,2392884.0,4540374.0,1856510133.0,-0.30649166270520556,-0.30345747692677205,-0.31305389446870724,2829495049.3305664
359,République slovaque,2006,2381788.0,4893232.0,1948877844.0,-0.30591396753947053,-0.3038752036850331,-0.3118830799564334,2969348824.534378
360,République slovaque,2007,3096881.0,6068063.0,2532066459.0,-0.30333264974644514,-0.30410942310938077,-0.3083995467231427,3570550177.261734
361,République slovaque,2008,2307227.0,5845696.0,3150793475.0,-0.30216663603509053,-0.3048553979596698,-0.3086703876277588,3801444506.383911
362,République slovaque,2009,1979141.0,5497719.0,2949142242.0,-0.30297292163894457,-0.30604490638757426,-0.30922439035279226,3615836353.5783997
363,République slovaque,2010,2140085.0,5925012.0,2641651680.0,-0.3048099248866295,-0.3077856411518081,-0.30812650526831864,3246000285.2077026
364,République slovaque,2011,1929921.0,5983059.0,2707198490.0,-0.30362180533696204,-0.3087557775285087,-0.30794969525450494,3488823622.03421
365,République slovaque,2012,1859802.0,6094466.0,2397814492.0,-0.3110156718103848,-0.31004387871223255,-0.30764557542638804,1956874810.2183228
366,République slovaque,2013,1831444.0,6208412.0,2362109143.0,-0.30997086835089155,-0.31038986194922075,-0.30723157154317887,2178876075.0246887
367,République slovaque,2014,1823330.0,6378095.0,2251838436.0,-0.3064833281876572,-0.31163582983780874,-0.3067893259122831,2900747930.2844086
368,République slovaque,2015,1889334.0,6675553.0,1843857269.0,-0.308549552790732,-0.3129576123015961,-0.3060146077307271,2479891312.3207703
369,République slovaque,2016,2041848.0,6989902.0,1871510556.0,-0.307304183000676,-0.31431652728493475,-0.3052550795710244,2743489975.6671295
370,République slovaque,2017,2195428.0,7117753.0,1870349329.0,-0.30631855256747376,-0.31508991483744186,-0.3048730039661084,2949787388.1029663
371,République slovaque,2018,2104043.0,7241702.0,2005728039.0,-0.3065406544913928,-0.3157554969377007,-0.3043859407333155,2909054478.5390778
372,Slovénie,2005,772823.0,1759232.0,1189920298.0,-0.31176960992261327,-0.30983450821219766,-0.32164204374858896,1525840423.4121246
373,Slovénie,2006,734775.0,1819572.0,1310528293.0,-0.3096249536809256,-0.310158361256388,-0.3213218082059114,1973640137.8223724
374,Slovénie,2007,748402.0,1928412.0,1513339433.0,-0.30427184888594877,-0.3109836723548232,-0.3210319148130869,3081182154.9720154
375,Slovénie,2008,729077.0,2054889.0,1821383056.0,-0.3016074534624961,-0.31125212244021405,-0.320504887098351,3640941642.2931824
376,Slovénie,2009,668606.0,2100435.0,1769967607.0,-0.3111707731739611,-0.3124552667857686,-0.3205543358704889,1653821800.881134
377,Slovénie,2010,635590.0,2121950.0,1491835430.0,-0.3124356750476616,-0.3134225999108035,-0.3206034787850948,1384794365.265442
378,Slovénie,2011,627472.0,2168548.0,1692020534.0,-0.31344440232907794,-0.3143427707917345,-0.3205896150481147,1170313705.5060577
379,Slovénie,2012,636401.0,2241160.0,1553860177.0,-0.3120466698011585,-0.31521620202931516,-0.3205203965112554,1455011189.286728
380,Slovénie,2013,620057.0,2283573.0,1431651949.0,-0.31265497672420006,-0.31605450105757826,-0.320525320005509,1323528888.1438904
381,Slovénie,2014,613704.0,2326386.0,1423827513.0,-0.31164429926947346,-0.31680129293599096,-0.3204814795236919,1528502446.95961
382,Slovénie,2015,578791.0,2353926.0,1204823831.0,-0.3125108471819832,-0.3173597175718237,-0.320479140931589,1345601877.256958
383,Slovénie,2016,550552.0,2385757.0,1197015136.0,-0.31188681698123305,-0.3178341010044533,-0.3204286771455176,1472534292.6299286
384,Slovénie,2017,534097.0,2443172.0,1270049731.0,-0.3105927282146419,-0.3182969756098927,-0.32032730567394785,1739149819.8518066
385,Slovénie,2018,498713.0,2465857.0,1275402545.0,-0.3098620748363005,-0.3185995859228678,-0.32029429471412557,1888931123.5058289
386,Suisse,2005,2808411.0,6834233.0,12916800000.0,-0.27187017372992567,-0.26635348292627975,-0.2952363046923304,10588842670.425133
387,Suisse,2006,3102594.0,7436157.0,13040760000.0,-0.16928787583430846,-0.267358681078839,-0.2930550938832458,31844356339.74417
388,Suisse,2007,3558653.0,8208884.0,14315856667.0,-0.26126881596791607,-0.26822542113782066,-0.29011775724116373,12870424670.279823
389,Suisse,2008,3895657.0,8896706.0,16091998148.0,-0.25789188008147124,-0.2691162776131422,-0.2881957214432192,13601002254.180153
390,Suisse,2009,4057856.0,9322580.0,16016523853.0,-0.25808535508717817,-0.27109506338188993,-0.2867321958594414,13576773510.633583
391,Suisse,2010,4221556.0,9644157.0,16877715385.0,-0.25893923212338293,-0.27438054476752066,-0.2859597973230615,13393627114.92875
392,Suisse,2011,4232784.0,10082636.0,19478083146.0,-0.24092041041403106,-0.2760706942215463,-0.2845737484295061,17136984922.387947
393,Suisse,2012,4280129.0,10561075.0,18781468085.0,-0.2185184748959802,-0.2782057436622906,-0.28312286585928437,21785318816.300552
394,Suisse,2013,4192525.0,10828694.0,19129819355.0,-0.22860872039462768,-0.2802041099326227,-0.28204262036362365,19706247849.281364
395,Suisse,2014,4818491.0,11687654.0,20118710870.0,-0.21326842181101457,-0.28205122739323435,-0.2797855514732026,22911719234.859467
396,Suisse,2015,4180377.0,11283399.0,19261442031.0,-0.22570659858860836,-0.2838249954497094,-0.28099896950364656,20303162367.0618
397,Suisse,2016,3906436.0,11240971.0,18531456411.0,-0.22529982869562115,-0.2875030306753773,-0.2818608056544417,20345897002.141068
398,Suisse,2017,3525968.0,11088598.0,18472252625.0,-0.23232319975392604,-0.29858649612040367,-0.28399324978075174,18777522198.740532
399,Suisse,2018,2890055.0,10808148.0,18872364658.0,-0.23648614676620297,-0.302946763916023,-0.28569612377016795,17853877951.732285
400,Suède,2006,4692726.0,9606661.0,6607645864.0,-0.2788298313785016,-0.2488035920497455,-0.2827579994772734,9512062289.860695
401,Suède,2007,4496329.0,10116852.0,7337486656.0,-0.27305599155783317,-0.25291042617341924,-0.28112324510296444,10711444740.318298
402,Suède,2008,4406879.0,10891660.0,7521298506.0,-0.2762862791235865,-0.25734200080286596,-0.27950138546566705,10045920972.64901
403,Suède,2009,4531686.0,11750105.0,6560426787.0,-0.28435822174019654,-0.2634544981032176,-0.2782467605762255,8360506714.908379
404,Suède,2010,4650909.0,12691619.0,7165737100.0,-0.2905649246628495,-0.2699731288144892,-0.27680743563132687,7061872357.802238
405,Suède,2011,4544624.0,13387910.0,8025635713.0,-0.27649893483709803,-0.27571239921593593,-0.2759524799216492,9950256764.604622
406,Suède,2012,4365208.0,13947534.0,7632257094.0,-0.2777558760946578,-0.2818272630805078,-0.27548818277470943,9658894851.532463
407,Suède,2013,4478323.0,14424085.0,7922448940.0,-0.2755588054750806,-0.2871408618295254,-0.27501087179578987,10087562054.443115
408,Suède,2014,4025648.0,14525783.0,7585436195.0,-0.27299415415677436,-0.29201592777651214,-0.27530963235033773,10579840511.160988
409,Suède,2015,4128201.0,14823062.0,6175612159.0,-0.2759664312821,-0.2963161721784257,-0.27474566624853275,9947660202.237556
410,Suède,2016,3790814.0,14671182.0,6233883446.0,-0.2657885710779402,-0.30009967446550523,-0.2753909742136191,12015117411.263336
411,Suède,2017,3392762.0,14381190.0,6301239871.0,-0.25968716548890153,-0.30414742900382297,-0.27644764702568747,13229484849.798187
