Pays,TIME_PERIOD,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,Nombre d’abonnés à la télévision par câble,Total Internet Protocol (IP) telephone subscriptions,Total des abonnements au téléphone cellulaire mobile,Total des abonnements au téléphone cellulaire mobile pour 100 habitants,Total des lignes d'accès téléphoniques,Total des recettes des télécommunications,Total des recettes des télécommunications USD,Total des voies d'accès de communication,Total des voies d'accès de communication pour 100 habitants
Espagne,1996,,2375187816.0,,,,2997212.0,7.51,15509941.0,8853178753.0,,18507153.0,46.4
Espagne,1997,,2335527028.0,,,,4330282.0,10.81,16084500.0,15842000000.0,,20414782.0,50.97
Espagne,1998,2609033.0,4581060000.0,,,,7051441.0,17.53,16467222.0,17664000000.0,,23518663.0,58.48
Espagne,1999,9240000.0,6178410000.0,,,,14884207.0,36.87,17134015.0,21046000000.0,,32018222.0,79.31
Espagne,2000,15736656.0,10186810000.0,9432231481.0,,,23938970.0,59.03,17748110.0,24783000000.0,22947222222.0,41687080.0,102.79
Espagne,2001,19271468.0,8190520000.0,7312964286.0,,,29655729.0,72.75,17427000.0,26870761930.88,23991751724.0,47082729.0,115.49
Espagne,2002,22087365.0,5556250000.0,5241745283.0,,,33530997.0,80.95,17640745.0,33349873978.95,31462145263.0,52381711.0,126.45
Espagne,2003,21627180.0,4542127954.28,5161509039.0,,,37219839.0,88.21,17759164.0,34542255757.48,39252563361.0,57186011.0,135.52
Espagne,2004,20066634.0,4714849341.43,5893561677.0,,,38622582.0,90.12,17934477.0,37045275760.06,46306594700.0,59998689.0,139.99
Espagne,2005,20713500.0,5514818367.74,6893522960.0,,,42693832.0,97.78,19460832.0,40871779659.81,51089724575.0,67148938.0,153.79
Espagne,2006,20880959.0,5685583386.88,7106979234.0,,233884.0,45695061.0,103.01,19865037.0,42280308261.9,52850385327.0,72219005.0,162.8
Espagne,2007,20764615.0,5755454341.68,7884184030.0,,375580.0,48422470.0,107.04,20192505.0,44214161930.3899,60567345110.0,76513411.0,169.14
Espagne,2008,20313019.0,5171710000.0,7605455882.0,,760767.0,49623339.0,107.92,20576070.0,44157740000.0,64937852941.0,79356378.0,172.58
Espagne,2009,20865463.0,4276650000.0,5939791667.0,,906018.0,51052693.0,110.1,20244312.0,41227920189.49,57261000263.0,81143074.0,175.0
Espagne,2010,19968892.0,4473940000.0,5965253333.0,,1132067.0,51389417.0,110.37,20181424.0,39800824848.8544,53067766465.0,82356134.0,176.87
Espagne,2011,20369871.0,5919440000.0,8221444444.0,,1463054.0,52590507.0,112.53,19889038.0,37950900887.289,52709584566.0,83865103.0,179.44
Espagne,2012,17814804.0,4055590000.0,5199474359.0,,1821707.0,50665099.0,108.34,19574626.0,35269900000.0,45217820513.0,81700067.0,174.7
Espagne,2013,15749219.0,3899870000.0,5199826667.0,1236000.0,2627379.0,50158689.0,107.65,19384245.0,32786900000.0,43715866667.0,81722342.0,175.4
Espagne,2014,14606340.0,5068720000.0,6758293333.0,,4031964.0,50806251.0,109.37,19379051.0,32786900000.0,43715866667.0,83019353.0,178.71
Espagne,2015,13449515.0,5607670000.0,6230744444.0,,5446363.0,51067569.0,110.04,19599274.0,30820650000.0,34245166667.0,84209749.0,181.45
Espagne,2016,12571076.0,4877110000.0,5419011111.0,,,51521507.0,110.92,19630715.0,33018680000.0,36687422222.0,85315664.0,183.67
Espagne,2017,11680137.0,4680020000.0,5258449438.0,1578846.0,,52506928.0,112.84,19587220.0,34267170000.0,38502438202.0,86568035.0,186.04
Espagne,2018,11373906.0,5340280000.0,6282682353.0,1356346.0,,54161014.0,115.89,19484361.0,34516460000.0,40607600000.0,88601956.0,189.59
Estonie,1996,,925275000.0,,58000.0,,60000.0,4.24,438800.0,,,498800.0,35.24
Estonie,1997,,1256876000.0,,82000.0,,140000.0,10.0,468600.0,,,608600.0,43.49
Estonie,1998,20000.0,1322038000.0,,99000.0,,246000.0,17.75,498600.0,,,744600.0,53.72
Estonie,1999,67000.0,1252120000.0,,126000.0,,387000.0,28.13,511000.0,,,898000.0,65.28
Estonie,2000,152900.0,108285953.0,100264772.0,151000.0,,574650.0,41.14,513510.0,,,1088160.0,77.89
Estonie,2001,203820.0,95987232.0,85702886.0,137000.0,,737100.0,53.1,492350.0,380146485.0,5310714286.0,1229450.0,88.57
Estonie,2002,262460.0,64593301.0,60937076.0,145000.0,,880550.0,63.84,439530.0,444185957.0,6556603774.0,1332780.0,96.62
Estonie,2003,364090.0,59131694.0,66440105.0,158000.0,,1051940.0,76.74,422840.0,493973132.0,8684269663.0,1503080.0,109.66
Estonie,2004,480600.0,50843378.0,62769603.0,212000.0,,1255730.0,92.16,403590.0,537177406.0,10376543210.0,1702560.0,124.95
Estonie,2005,562000.0,60663275.0,75829094.0,215150.0,,1445300.0,106.68,386550.0,608530927.0,11901800000.0,1881350.0,138.87
Estonie,2006,719000.0,78830992.0,98538740.0,245828.0,,1658700.0,123.16,375930.0,706007695.0,13808275000.0,2253518.0,167.32
Estonie,2007,700000.0,94679792.0,129698345.0,277700.0,,1882776.0,140.43,398235.0,740525098.0,15872191781.0,2533180.0,188.95
Estonie,2008,636531.0,100921989.0,148414690.0,306032.0,,1897365.0,141.9,383336.0,723003528.0,16636098529.0,2561848.0,191.6
Estonie,2009,525166.0,65520241.0,91000334.0,318869.0,,1565409.0,117.3,372439.0,715943783.0,15558452778.0,2276693.0,170.6
Estonie,2010,624009.0,68405804.0,91207739.0,335689.0,,1860038.0,139.7,376122.0,696512980.0,14530746667.0,2584043.0,194.07
Estonie,2011,624893.0,86487000.0,120120833.0,347926.0,,1862674.0,140.32,374632.0,739988638.0,1027761997.0,2600840.0,195.93
Estonie,2012,649214.0,118517000.0,151944872.0,354578.0,162802.0,2070547.0,156.54,327652.0,730848000.0,936984615.0,2747706.0,207.74
Estonie,2013,502845.0,91043320.0,121391093.0,361437.0,209779.0,2055234.0,155.94,301581.0,647606000.0,863474667.0,2717623.0,206.19
Estonie,2014,428587.0,88263700.0,117684933.0,392719.0,196380.0,2062864.0,156.93,284651.0,599876693.46,799835591.0,2718524.0,206.8
Estonie,2015,397576.0,90700000.0,100777778.0,398544.0,188943.0,1903545.0,144.8,270535.0,615957822.266476,684397580.0,2558209.0,194.6
Estonie,2016,358215.0,93400000.0,103777778.0,400509.0,120199.0,1897921.0,144.24,202519.0,586186853.856225,651318727.0,2497035.0,189.77
Estonie,2017,337549.0,80500000.0,90449438.0,420414.0,182884.0,1904425.0,144.56,182884.0,599174191.896688,673229429.0,2497596.0,189.59
Estonie,2018,337663.0,80500000.0,94705882.0,421936.0,161052.0,1924034.0,145.54,161052.0,622398254.285606,732233240.0,2506726.0,189.62
Finlande,1996,,0.0,,,,1476976.0,28.82,2869200.0,2079071872.0,,4346176.0,84.81
Finlande,1997,,,,,,2091791.0,40.7,2918855.0,2680309903.0,,5010646.0,97.49
Finlande,1998,,,,,,2845985.0,55.22,2954694.0,3270200000.0,,5800679.0,112.56
Finlande,1999,29907.0,,,,,3273433.0,63.37,3006897.0,,,6280330.0,121.58
Finlande,2000,74573.0,,,,,3728625.0,72.03,3056645.0,,,6785270.0,131.09
Finlande,2001,83512.0,,,,,4175587.0,80.49,3082355.0,,,7257942.0,139.9
Finlande,2002,90335.0,,,,,4516772.0,86.85,2942585.0,,,7742857.0,148.88
Finlande,2003,94000.0,,,,,4747000.0,91.06,2735870.0,,,7977170.0,153.02
Finlande,2004,349934.0,,,,,4999060.0,95.62,2559854.0,,,8338843.0,159.5
Finlande,2005,368560.0,,,,,5384572.0,102.64,2276029.0,,,8834801.0,168.41
Finlande,2006,453600.0,,,,,5670000.0,107.67,2026000.0,,,9125200.0,173.28
Finlande,2007,550000.0,,,,23000.0,6040000.0,114.21,1763000.0,,,9420100.0,178.12
Finlande,2008,710000.0,,,,46000.0,6830000.0,128.54,1655000.0,,,9967000.0,187.58
Finlande,2009,770000.0,,,,42000.0,7700000.0,144.23,1428000.0,,,10694000.0,200.3
Finlande,2010,790000.0,,,,41000.0,8390000.0,156.43,1252000.0,3870000000.0,5160000000.0,11201000.0,208.84
Finlande,2011,910000.0,600000000.0,833333333.0,1405000.0,25000.0,8940000.0,165.92,1077000.0,3785000000.0,5256944444.0,11655000.0,216.3
Finlande,2012,930000.0,570000000.0,730769231.0,1435000.0,28000.0,9190000.0,169.75,891000.0,3650000000.0,4679487179.0,11768000.0,217.36
Finlande,2013,790000.0,565000000.0,753333333.0,1475000.0,14000.0,9200000.0,169.15,754000.0,3495000000.0,4660000000.0,11674000.0,214.64
Finlande,2014,770000.0,600000000.0,800000000.0,1511000.0,11000.0,9280000.0,169.92,641000.0,3440000000.0,4586666667.0,11679000.0,213.84
Finlande,2015,750000.0,680000000.0,755555556.0,1557000.0,14000.0,9330000.0,170.27,544000.0,3390000000.0,3766666667.0,11602000.0,211.73
Finlande,2016,730000.0,590000000.0,655555556.0,1601000.0,11000.0,9340000.0,169.96,457000.0,3480000000.0,3866666667.0,11509000.0,209.43
Finlande,2017,710000.0,608000000.0,683146067.0,1654000.0,17000.0,9390000.0,170.47,378000.0,3479000000.0,3908988764.0,11478000.0,208.38
Finlande,2018,690000.0,810000000.0,952941176.0,1699000.0,30000.0,9380000.0,170.07,323000.0,3478000000.0,4091764706.0,11440000.0,207.41
France,1996,,4656555232.0,,,,2440139.0,4.09,33856991.0,23877632223.0,,36297130.0,60.91
France,1997,,5716685697.0,,,,5754539.0,9.62,33887995.0,25480499903.0,,39642534.0,66.3
France,1998,,5538000000.0,,,,11210100.0,18.68,33856991.0,26822597875.46,,45067091.0,75.1
France,1999,7279000.0,5909000000.0,,,,20619000.0,34.19,33887995.0,31753928503.2702,,54506995.0,90.37
France,2000,13806000.0,7841000000.0,7260185185.0,,,29681300.0,48.88,34013254.0,37077081839.9104,34330631333.0,63694554.0,104.89
France,2001,18022000.0,9182000000.0,8198214286.0,,,36997400.0,60.49,34083420.0,41142278062.61,36734176842.0,71080820.0,116.21
France,2002,17108000.0,5699000000.0,5376415094.0,,,38593000.0,62.65,34122057.0,42529941567.2695,40122586384.0,74407049.0,120.78
France,2003,17149000.0,5437000000.0,6178409091.0,,,41702000.0,67.22,33907899.0,43850164845.7724,49829732779.0,79266553.0,127.77
France,2004,17124000.0,5493000000.0,6866250000.0,,930000.0,44544000.0,71.28,33609654.0,45951698220.0,57439622775.0,84683651.0,135.51
France,2005,17561000.0,6341865580.0,7927331975.0,,3390000.0,48088000.0,76.38,33106087.0,49725000000.0,62156250000.0,90659687.0,144.0
France,2006,18102000.0,7015303810.0,8769129763.0,,6650000.0,51662000.0,81.49,31597690.0,49820000000.0,62275000000.0,95978003.0,151.4
France,2007,19028000.0,6140000000.0,8410958904.0,,10910000.0,55337000.0,86.76,28737589.0,51516000000.0,70569863014.0,99624589.0,156.2
France,2008,18736000.0,6528862489.99999,9601268368.0,,14420000.0,57994000.0,90.43,26345636.0,53710000000.0,78985294118.0,102064636.0,159.14
France,2009,18805000.0,5899407040.46118,8193620890.0,,17100000.0,61540000.0,95.47,23995061.0,53001000000.0,73612500000.0,105295061.0,163.35
France,2010,18626000.0,6413526574.74451,8551368766.0,,19090000.0,65030000.0,100.4,21649159.0,53533000000.0,71377333333.0,107913159.0,166.6
France,2011,19560000.0,7294218474.253,10130858992.0,,20978000.0,68570000.0,105.35,19511963.0,52296000000.0,72633333333.0,110818963.0,170.26
France,2012,18244000.0,7394674006.43,9480351290.0,,22273000.0,73114000.0,111.79,17373948.0,50149000000.0,64293589744.0,114474948.0,175.03
France,2013,15665000.0,7251234515.24,9668312687.0,,23952000.0,76800000.0,116.83,15586710.0,47197000000.0,62929333333.0,117330710.0,178.49
France,2014,14517000.0,7041870934.66999,9389161246.0,,25329000.0,79932000.0,120.6,14053651.0,46303000000.0,61737333333.0,119960651.0,181.0
France,2015,12566000.0,7830776824.6504,8700863139.0,,26499000.0,82666000.0,124.29,12685878.0,45977000000.0,51085555556.0,122219878.0,183.75
France,2016,11378000.0,8893164427.96,9881293809.0,,27565000.0,84702000.0,127.02,11483026.0,45450000000.0,50500000000.0,123865026.0,185.74
France,2017,10261000.0,9556372097.75419,10737496739.0,,28323000.0,89488000.0,133.9,10364521.0,45044000000.0,50611235955.0,128611521.0,192.45
France,2018,9092013.0,9783679133.5631,11510210745.0,,29133328.0,93867215.0,140.22,9073267.0,44220000000.0,52023529412.0,132037482.0,197.24
Grèce,1996,,522359501.0,,,,531488.0,5.01,5329671.0,2212880411.0,,5861159.0,55.25
Grèce,1997,,674206897.0,,,,938038.0,8.8,5431781.0,2632787381.0,,6369819.0,59.75
Grèce,1998,716314.0,1349963316.0,,,,2056084.0,19.18,5539227.0,3732902036.0,,7595311.0,70.85
Grèce,1999,2052085.0,1258637683.0,,,,3894312.0,36.19,5639951.0,3816224892.0,,9534263.0,88.59
Grèce,2000,3468960.0,1440000000.0,1345794393.0,,,5932403.0,54.9,5760192.0,5445000000.0,5088785047.0,11692595.0,108.21
Grèce,2001,5029014.0,1718000000.0,1533928571.0,,,7963742.0,73.32,5812725.0,6275000000.0,5602678571.0,13776467.0,126.83
Grèce,2002,6066123.0,1368000000.0,1290566038.0,,,9314260.0,85.44,5768638.0,7058000000.0,6658490566.0,15084830.0,138.37
Grèce,2003,6750274.0,1124000000.0,1277272727.0,,,10330323.0,94.53,5655676.0,7612000000.0,8650000000.0,15996475.0,146.38
Grèce,2004,7285964.0,1088000000.0,1360000000.0,,,11059920.0,100.96,5611769.0,7984000000.0,9980000000.0,16723152.0,152.65
Grèce,2005,8338521.0,721000000.0,901250000.0,,,12448473.0,113.3,5518683.0,7839000000.0,9798750000.0,18123716.0,164.95
Grèce,2006,9599333.0,805000000.0,1006250000.0,,,13874674.0,125.9,5394835.0,8499000000.0,10623750000.0,19778590.0,179.47
Grèce,2007,11471385.0,1295000000.0,1773972603.0,,26875.0,16226675.0,146.87,5301469.0,8612000000.0,11797260274.0,22612259.0,204.66
Grèce,2008,13810782.0,1371000000.0,2016176471.0,,41992.0,18918092.0,170.77,5212384.0,8348000000.0,12276470588.0,25637090.0,231.43
Grèce,2009,15715011.0,1347000000.0,1870833333.0,,89524.0,20298102.0,182.75,5159227.0,7922000000.0,11002777778.0,27373959.0,246.46
Grèce,2010,10305890.0,1070000000.0,1426666667.0,,154833.0,14815705.0,133.22,5049201.0,7095000000.0,9460000000.0,22117559.0,198.87
Grèce,2011,10182066.0,942000000.0,1308333333.0,,246697.0,14557672.0,131.09,4828613.0,6621000000.0,9195833333.0,21850567.0,196.77
Grèce,2012,10769863.0,729000000.0,934615385.0,,364288.0,15151447.0,137.18,4544627.0,6163000000.0,7901282051.0,22385502.0,202.68
Grèce,2013,11443633.0,783000000.0,1044000000.0,,380420.0,15722476.0,143.39,4410254.0,5458000000.0,7277333333.0,23045912.0,210.17
Grèce,2014,11257104.0,922000000.0,1229333333.0,,396306.0,15473683.0,142.06,4361965.0,4858520000.0,6478026667.0,22991719.0,211.08
Grèce,2015,11141878.0,668000000.0,742222222.0,,468978.0,15353553.0,141.89,4274380.0,4389385000.0,4877094444.0,23066967.0,213.17
Grèce,2016,11715272.0,892424772.0,991583080.0,,984052.0,15934294.0,147.87,3766436.0,4404687409.0,4894097121.0,23317435.0,216.38
Grèce,2017,11906133.0,511891778.0,575159301.0,,1515402.0,16167273.0,150.33,3241292.0,4414999538.0,4960673638.0,23203975.0,215.76
Grèce,2018,11017923.0,513339672.0,603929026.0,,1835713.0,15354388.0,143.15,2917766.0,4257706606.0,5009066595.0,22236756.0,207.32
Hongrie,1996,,106700000000.0,,,,473000.0,4.59,2681150.0,281000000000.0,,3154150.0,30.59
Hongrie,1997,,142700000000.0,,,,706000.0,6.86,3152500.0,399300000000.0,,3858500.0,37.5
Hongrie,1998,,141900000000.0,,,,1036000.0,10.09,3494350.0,538800000000.0,,4530350.0,44.13
Hongrie,1999,473630.0,192500000000.0,,,,1601000.0,15.64,3638592.0,728400000000.0,,5239592.0,51.18
Hongrie,2000,1748981.0,231500000000.0,820398327.0,,,3076000.0,30.12,3591833.0,905900000000.0,3210362180.0,6667833.0,65.3
Hongrie,2001,3584581.0,215000000000.0,750462494.0,,,4967430.0,48.76,3454150.0,985400000000.0,3439561590.0,8421580.0,82.67
Hongrie,2002,5378171.0,183800000000.0,712706968.0,,,6886111.0,67.79,3300831.0,997700000000.0,3868703711.0,10252646.0,100.93
Hongrie,2003,6157554.0,140100000000.0,624582052.0,,,7944586.0,78.43,3254511.0,1051025000000.0,4685591369.0,11401099.0,112.55
Hongrie,2004,6382521.0,132400000000.0,653020962.0,,,8727188.0,86.35,3196839.0,975263000000.0,4810175092.0,12284768.0,121.55
Hongrie,2005,6337715.0,127414410000.0,638412717.0,,,9320169.0,92.4,3000628.0,1017753000000.0,5099473895.0,12960302.0,128.48
Hongrie,2006,6442402.0,133691340000.0,635445316.0,2113000.0,,9965720.0,98.95,3418875.0,1053805394000.0,5008818832.0,14349979.0,142.48
Hongrie,2007,6886586.0,122829336000.0,668895801.0,2124000.0,,11029930.0,109.69,3298623.0,1061187910000.0,5778946305.0,15724165.0,156.37
Hongrie,2008,7483601.0,122413202000.0,711249794.0,2170000.0,,12224163.0,121.78,3141780.0,1001624476000.0,5819676230.0,17083638.0,170.19
Hongrie,2009,6681278.0,192485139505.0,951295540.0,2145000.0,,11792475.0,117.66,3068685.0,918075139139.23,4537289410.0,16741386.0,167.04
Hongrie,2010,6464961.0,140616044287.0,676233742.0,2099619.0,712792.0,12011823.0,120.12,2325202.0,889177232640.275,4276124039.0,16394843.0,163.95
Hongrie,2011,5797909.0,140616044287.0,699373542.0,1999516.0,854002.0,11689937.0,117.38,2139174.0,889177232640.275,4422447193.0,16020403.0,160.87
Hongrie,2012,5508219.0,,,1939997.79400524,1061762.0,11579425.0,116.72,1959292.0,890722295562.0,3957007088.0,15819806.0,159.47
Hongrie,2013,5346588.0,,,1926058.74112853,1252534.0,11590326.0,117.16,1786260.0,829554704677.0,3708335738.0,15777731.0,159.48
Hongrie,2014,5294000.0,,,1868553.61592596,1695313.0,11796000.0,119.56,1377394.0,880311729536.0,3784659198.0,15753931.0,159.67
Hongrie,2015,5044000.0,,,1891937.0,2137771.0,11865000.0,120.54,956449.0,906086309153.0,3243784445.0,15540243.0,157.88
Hongrie,2016,4712890.0,,,1908513.0,2603336.0,11792748.0,120.16,516399.0,926277673422.0,3290273066.0,15123670.0,154.1
Hongrie,2017,4206000.0,,,1893971.0,2694778.0,11761000.0,120.16,436820.0,940000000000.0,3425281493.0,15154405.0,154.83
Hongrie,2018,3940000.0,,,1869555.0,2746797.0,11831338.0,121.13,270082.0,973403000000.0,3602394434.0,15180969.0,155.42
Irlande,1996,,295991000.0,,,,290000.0,8.0,1390000.0,1561777836.0,,1680000.0,46.33
Irlande,1997,,387794000.0,,,,510747.0,13.94,1500000.0,1785909196.0,,2010747.0,54.87
Irlande,1998,,458000000.0,,,,946000.0,25.55,1584850.0,1699580639.0,,2530850.0,68.34
Irlande,1999,640000.0,432155585.0,,,,1600000.0,42.76,1661223.0,1811303599.0,,3261223.0,87.16
Irlande,2000,1266338.0,767000000.0,710185185.0,,,2020000.0,53.3,1637414.0,2451720000.0,2270111111.0,3657414.0,96.51
Irlande,2001,1966700.0,495000000.0,441964286.0,,,2770000.0,72.0,1660180.0,2775080000.0,2477750000.0,4430180.0,115.15
Irlande,2002,2210000.0,610000000.0,575471698.0,,,3122148.0,79.7,1700770.0,3389000000.0,3197169811.0,4833518.0,123.39
Irlande,2003,2509709.0,512000000.0,581818182.0,,,3421261.0,85.96,1703447.0,3579160669.9,4067228034.0,5157758.0,129.6
Irlande,2004,2845134.0,539000000.0,673750000.0,,,3785052.0,93.57,1678507.0,3940238582.1,4925298228.0,5598407.0,138.4
Irlande,2005,3201855.0,539000000.0,673750000.0,,,4213436.0,101.93,1726771.0,3918431526.0,4898039408.0,6214307.0,150.33
Irlande,2006,3539845.0,471947768.26,589934710.0,,,4631197.0,109.41,1739390.0,4285412593.0,5356765741.0,6889616.0,162.76
Irlande,2007,3707887.0,457943276.0,627319556.0,,,4970719.0,113.59,1741396.0,4536374425.52,6214211542.0,7479851.0,170.94
Irlande,2008,3747017.0,515847966.78,758599951.0,,,5048127.0,112.55,1685604.0,4516142748.34762,6641386395.0,7630077.0,170.12
Irlande,2009,3432181.0,442052062.0,613961197.0,,89966.0,5154289.0,113.7,1596968.0,4040392815.42137,5611656688.0,7713005.0,170.14
Irlande,2010,3396961.0,443400000.0,591200000.0,,144413.0,5273313.0,115.78,1515279.0,3866724104.75938,5155632140.0,7808556.0,171.44
Irlande,2011,3451216.0,446500000.0,620138889.0,,210253.0,5499790.0,120.22,1423521.0,3823625416.31416,5310590856.0,7994087.0,174.74
Irlande,2012,3254925.0,804423651.61,1031312374.0,,277315.0,5460507.0,118.87,1355551.0,3237964030.03849,4151235936.0,7928140.0,172.59
Irlande,2013,3203515.4,549391520.73,732522028.0,,329608.0,5626398.0,121.92,1340742.0,3154729685.25981,4206306247.0,8156352.0,176.75
Irlande,2014,3050538.0,566007403.02,754676537.0,393465.0,375797.0,5820829.0,125.3,1308478.0,3022967292.39679,4030623057.0,8388065.0,180.57
Irlande,2015,2830874.0,557388807.0,619320897.0,366322.0,387463.0,5765765.0,123.0,1235310.0,3042916830.0,3381018700.0,8310414.0,177.28
Irlande,2016,2747205.0,565315500.0,628128333.0,305704.0,410748.0,5892448.0,124.32,1202404.0,3074755883.55,3416395426.0,8455047.0,178.39
Irlande,2017,2684511.0,658677516.93,740087098.0,293465.0,436450.0,6020694.0,125.63,1157862.0,3161236386.50463,3551950996.0,8577348.0,178.97
Irlande,2018,2615109.0,,,281400.0,468668.0,6282346.0,129.35,1105914.0,3529575159.76256,4152441364.0,8818420.0,181.56
Islande,1996,,1777000000.0,,,,46302.0,17.22,154333.0,10352584625.0,,200635.0,74.61
Islande,1997,,2023000000.0,,,,65746.0,24.25,155320.0,10715000000.0,,221066.0,81.54
Islande,1998,5500.0,3679874367.0,,,,106000.0,38.68,158924.0,11830898000.0,,264924.0,96.67
Islande,1999,40000.0,4035000000.0,,,,172600.0,62.22,160886.0,13812740000.0,,333486.0,120.23
Islande,2000,63000.0,5459000000.0,69435258.0,,,215000.0,76.46,160869.0,19883000000.0,252900025.0,375869.0,133.67
Islande,2001,88000.0,3630000000.0,37261343.0,,,235400.0,82.61,158228.0,20998000000.0,215540957.0,393628.0,138.13
Islande,2002,88000.0,2225000000.0,24274493.0,,,260900.0,90.74,158228.0,20925000000.0,228289330.0,443413.0,154.22
Islande,2003,112573.0,2808416197.0,36610823.0,,,279670.0,96.6,152147.0,24488903778.11,319240044.0,473223.0,163.45
Islande,2004,124508.0,3775595542.0,53791075.0,,,290068.0,99.31,150357.0,26796613784.0,381772529.0,493689.0,169.03
Islande,2005,132907.0,4757103114.0,75533552.0,,,304001.0,102.45,150685.0,29214717545.0,463872937.0,532703.0,179.52
Islande,2006,143911.0,3395232472.0,48378918.0,,,322840.0,106.27,146932.0,33081702821.0,471383625.0,557510.0,183.52
Islande,2007,135157.0,7437214407.0,116097634.0,,,326098.0,104.66,147663.0,37065100738.0,578599762.0,571698.0,183.49
Islande,2008,141241.0,6930509626.0,78800564.0,,,336922.0,106.15,153129.0,24231783900.0,275517725.0,593748.0,187.06
Islande,2009,145310.0,3455380878.0,27947112.0,,,339715.0,106.66,146914.0,23146180754.0,187206250.0,593701.0,186.4
Islande,2010,158478.0,4247829801.0,34749917.0,,,341077.0,107.24,142482.0,25118737819.0,205487057.0,592771.0,186.38
Islande,2011,159129.0,3919585722.0,33804103.0,,14397.0,344085.0,107.86,136574.0,26125523252.0,225317147.0,592243.0,185.65
Islande,2012,164492.0,4888805248.0,39085427.0,,21829.0,352114.0,109.79,133276.0,26677152271.0,213280719.0,598810.0,186.71
Islande,2013,160583.0,5540167376.0,45344307.0,,25574.0,356264.0,110.04,124544.0,27699626369.0,226711625.0,598275.0,184.79
Islande,2014,162710.0,4753880723.0,40711490.0,,29203.0,370047.0,113.03,121308.0,28996339765.0,248320114.0,611272.0,186.72
Islande,2015,162141.0,5072094105.0,38448257.0,,43472.0,383919.0,116.05,117746.0,29518882308.0,223763511.0,626101.0,189.26
Islande,2016,170089.0,6893284816.0,57058893.0,,58846.0,401613.0,119.73,106805.0,28348325828.0,234652147.0,636441.0,189.74
Islande,2017,168759.0,7357785775.0,68867332.0,,70540.0,410662.0,119.59,96433.0,27332334330.0,255824919.0,640669.0,186.57
Islande,2018,175778.0,7551541630.0,69727993.0,,76122.0,424720.0,120.41,75716.0,26430086045.0,244045116.0,636992.0,180.59
Israël,1996,,,,,,,,1983990.0,,,1983990.0,34.9
Israël,1999,,,,,,3039500.0,49.62,2808313.0,,,5847813.0,95.47
Israël,2000,,,,,,4373610.0,69.54,2921000.0,,,7294610.0,115.99
Israël,2001,,,,,,5500621.0,85.43,2996000.0,,,8496621.0,131.96
Israël,2002,,,,,,6300008.0,95.89,2960730.0,,,9492401.0,144.48
Israël,2003,,,,,,6618367.0,98.93,2877140.0,,,10128607.0,151.41
Israël,2004,,,,,,7221955.0,106.06,2864500.0,,,11066455.0,162.53
Israël,2005,,,,,,7757000.0,111.93,2475785.0,,,11462411.0,165.4
Israël,2006,2290025.0,,,,,8403765.0,119.14,2613657.0,,,12437779.0,176.33
Israël,2007,2274144.0,,,,,8982731.0,125.11,2458948.0,,,13020844.0,181.35
Israël,2008,2445231.0,,,,,9266448.0,126.78,2851690.0,,,13784721.0,188.6
Israël,2009,2616318.0,3623686828.8555,922057717.0,,,9550164.0,127.58,3264532.0,25605170520.4875,6515310565.0,14570996.0,194.65
Israël,2010,2603834.0,3623686828.8555,968900222.0,,,9550164.0,125.27,3264532.0,27396834387.2438,7325356788.0,14632696.0,191.94
Israël,2011,2591349.0,3623686828.8555,1012203025.0,,,9791022.0,126.08,2004862.0,29188498254.0,8153211803.0,13674884.0,176.09
Israël,2012,2591349.0,3103000000.0,803886010.0,,,9791022.0,123.77,2087316.0,26296494681.2804,6812563389.0,13831338.0,174.85
Israël,2013,2591349.10327456,2345000000.0,649584488.0,,,9791022.0,121.48,2169770.0,23389120000.0,6478980609.0,13984792.0,173.52
Israël,2014,,2494000000.0,696648045.0,,,9999000.0,121.71,2206000.0,22315177000.0,6233289665.0,14282000.0,173.84
Israël,2015,,2806000000.0,721336761.0,,,10369000.0,123.73,2181000.0,21389751000.0,5498650643.0,14723000.0,175.69
Israël,2016,,2612558000.0,,,864680.0,10326000.0,120.83,,20314895000.0,5290337240.0,14770051.0,172.83
Israël,2017,,2816670000.0,,,810175.0,10659000.0,122.33,,19204723000.0,5334645278.0,15240000.0,174.91
Israël,2018,,2945000000.0,,,804083.0,10830000.0,122.06,,18447785000.0,5138658774.0,15445574.0,174.07
Italie,1996,577207.0,4312415107.0,,,,6413412.0,11.28,25022378.0,19300000000.0,,31435790.0,55.29
Italie,1997,5527200.0,4888722131.0,,,,11760000.0,20.67,25262700.0,21200000000.0,,37022700.0,65.08
Italie,1998,15022000.0,5363000000.0,,,,20300000.0,35.67,25134165.0,25000000000.0,,45434165.0,79.84
Italie,1999,25257120.0,6756000000.0,,,,30068000.0,52.83,24996430.0,28100000000.0,,55064430.0,96.75
Italie,2000,37290000.0,7113000000.0,6586111111.0,,,42290000.0,74.27,24494200.0,32446000000.0,30042592593.0,66784200.0,117.28
Italie,2001,45792000.0,8073000000.0,7208035714.0,,,51096000.0,89.68,24752933.0,36227000000.0,32345535714.0,75848933.0,133.13
Italie,2002,47732000.0,9472000000.0,8935849057.0,,,53100000.0,93.06,24798800.0,38609000000.0,36423584906.0,78874819.0,138.23
